dvcat,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,caseid
10-24,217.55899999849498,alive,none,none,1,m,66,2000,1987.0,unavail,driver,0,8:117:1
25-39,38.5949999997392,alive,none,none,1,m,31,1997,1984.0,unavail,driver,0,43:122:2
10-24,2261.42699998617,alive,airbag,belted,0,m,44,2002,2003.0,nodeploy,pass,0,43:271:1
40-54,49.6539999996312,alive,airbag,belted,1,f,32,2000,1996.0,deploy,driver,1,45:102:1
10-24,235.382999999449,alive,none,belted,1,f,35,2000,1991.0,unavail,driver,0,13:1:2
10-24,662.1109999939799,alive,none,belted,0,f,49,1997,1989.0,unavail,driver,0,78:1:1
10-24,400.63599999993994,alive,airbag,belted,0,m,23,2002,1998.0,nodeploy,driver,0,75:142:2
25-39,9.78899999998976,alive,airbag,belted,1,f,49,2002,1997.0,deploy,driver,1,49:155:2
10-24,82.7959999991581,alive,airbag,none,1,f,77,2002,1998.0,deploy,pass,1,6:140:1
40-54,46.5659999996424,alive,none,none,1,f,21,1998,1986.0,unavail,pass,0,11:213:1
10-24,222.799999998882,alive,airbag,belted,0,m,23,1999,1996.0,nodeploy,driver,0,48:17:1
25-39,110.571999999695,alive,none,none,0,m,23,1999,1987.0,unavail,driver,0,82:112:1
40-54,52.38199999975039,alive,none,belted,0,f,48,1997,1989.0,unavail,driver,0,45:46:2
40-54,59.651999999769004,alive,airbag,belted,1,m,27,2001,1999.0,deploy,driver,1,2:78:1
25-39,9.025999999954369,alive,airbag,belted,1,m,55,2002,1995.0,deploy,driver,1,74:122:1
10-24,620.6079999953511,alive,airbag,belted,1,f,39,2002,2001.0,nodeploy,driver,0,2:110:2
10-24,75.776999999769,alive,airbag,belted,1,m,40,1999,1998.0,deploy,driver,1,45:29:2
25-39,61.50399999972429,alive,none,none,1,m,37,1997,1991.0,unavail,driver,0,78:43:1
55+,90.09099999908359,dead,airbag,none,1,m,27,1998,1994.0,deploy,driver,1,5:115:1
10-24,94.53799999970941,alive,none,none,0,f,79,1997,1987.0,unavail,pass,0,8:39:1
10-24,90.81699999980628,alive,none,none,0,m,16,1998,1994.0,unavail,pass,0,2:163:2
10-24,15460.6739999056,alive,airbag,belted,0,f,19,1998,1997.0,nodeploy,driver,0,48:87:2
40-54,18.121999999973898,alive,none,belted,0,f,19,1998,1989.0,unavail,pass,0,12:210:2
25-39,195.929999999702,alive,none,none,0,m,49,1999,1984.0,unavail,driver,0,48:51:1
10-24,56.45899999979879,alive,airbag,belted,1,f,22,1997,1996.0,deploy,driver,1,9:44:2
10-24,58.869999999646105,alive,airbag,belted,1,m,23,1999,1997.0,deploy,driver,1,75:96:1
10-24,4550.34399998188,alive,none,belted,0,m,72,2000,1988.0,unavail,driver,0,49:253:1
40-54,52.9379999996163,alive,airbag,belted,1,f,35,2002,1998.0,deploy,driver,1,11:246:1
10-24,2074.1189999878397,alive,airbag,belted,0,f,20,1997,1994.0,nodeploy,driver,0,45:136:2
40-54,54.283999999985106,alive,none,belted,1,f,22,1999,1974.0,unavail,pass,0,75:61:2
25-39,16.2109999998938,alive,airbag,belted,1,f,26,2001,1996.0,deploy,driver,1,49:17:2
40-54,17.279999999795102,alive,none,none,1,m,17,1999,1989.0,unavail,pass,0,73:130:1
10-24,2825.46099999547,alive,airbag,none,1,f,32,2002,2000.0,deploy,driver,1,45:170:1
40-54,12.256999999983199,alive,none,belted,1,m,20,2002,1986.0,unavail,driver,0,79:62:2
25-39,31.737999999895703,alive,airbag,belted,1,f,21,2002,2000.0,deploy,pass,1,75:129:1
10-24,334.72799999639403,alive,airbag,belted,1,m,34,2000,1996.0,nodeploy,driver,0,48:9:1
25-39,9.46699999994598,alive,none,belted,0,m,61,2001,1990.0,unavail,driver,0,72:143:1
10-24,44.5979999997653,alive,none,belted,1,m,52,2002,1989.0,unavail,driver,0,82:16:1
10-24,1779.7139999866502,alive,airbag,belted,1,m,38,2002,1998.0,deploy,driver,1,12:20:1
10-24,1198.38399998844,alive,airbag,belted,0,m,71,1997,1992.0,nodeploy,driver,0,12:104:1
10-24,32.0489999996498,alive,airbag,belted,1,m,44,2001,1995.0,deploy,driver,1,49:4:2
25-39,35.209999999962704,alive,airbag,belted,1,m,37,1997,1996.0,deploy,driver,1,8:11:2
10-24,102.404999999329,alive,none,none,1,f,31,1999,1988.0,unavail,driver,0,82:144:1
10-24,53.3189999996684,alive,none,belted,1,m,26,1997,1992.0,unavail,pass,0,11:26:2
40-54,62.4989999998361,dead,none,belted,1,f,47,1999,1991.0,unavail,driver,0,45:68:2
10-24,105.581999999471,alive,airbag,none,1,f,40,2001,1998.0,deploy,pass,1,6:92:1
10-24,58.944999999832405,alive,airbag,belted,1,f,26,1998,1998.0,deploy,driver,1,5:142:2
55+,429.14199999719904,dead,airbag,belted,1,f,56,1999,1994.0,deploy,driver,1,48:110:1
25-39,49.7679999996908,alive,airbag,belted,0,f,24,1998,1998.0,deploy,pass,1,43:286:1
10-24,617.7839999943969,alive,none,belted,0,f,25,2002,1978.0,unavail,driver,0,8:94:2
10-24,407.295999996364,alive,airbag,belted,1,f,76,2001,2000.0,nodeploy,driver,0,73:113:2
10-24,65.21199999935929,alive,airbag,belted,1,f,20,2002,1999.0,deploy,driver,1,75:114:1
25-39,44.61699999962,dead,none,belted,0,m,80,2001,1993.0,unavail,driver,0,11:161:1
10-24,75.8469999991357,alive,airbag,belted,0,f,60,1997,1996.0,deploy,driver,1,9:73:2
10-24,10.7249999999767,alive,airbag,belted,1,m,22,2001,2000.0,deploy,driver,1,72:83:1
10-24,200.895999999717,alive,airbag,belted,1,m,57,1998,1998.0,deploy,driver,1,11:62:3
25-39,24.817999999970198,alive,none,belted,1,f,41,1997,1994.0,unavail,pass,0,41:54:2
25-39,5.70099999994272,alive,none,none,1,f,17,1997,1994.0,unavail,pass,0,6:62:1
55+,20.6509999998379,alive,airbag,belted,1,m,16,2000,1994.0,deploy,driver,1,81:65:2
40-54,50.729999999981395,alive,airbag,belted,1,m,16,1999,1993.0,deploy,driver,1,75:92:1
40-54,80.87699999939649,alive,airbag,none,1,f,17,2002,1997.0,deploy,driver,1,76:37:1
25-39,958.1879999935629,alive,airbag,belted,1,m,39,2001,1998.0,deploy,driver,1,43:183:3
40-54,124.121999999508,dead,none,none,0,m,42,2001,1988.0,unavail,driver,0,76:16:1
25-39,328.676999997348,alive,none,belted,1,m,56,1999,1995.0,unavail,pass,0,48:197:2
55+,5.602999999944591,alive,none,belted,1,m,27,1997,1993.0,unavail,driver,0,49:146:2
10-24,918.745999999344,alive,none,belted,1,f,17,2000,1988.0,unavail,pass,0,13:119:2
25-39,23.188999999780197,alive,airbag,belted,0,f,79,1999,1992.0,deploy,driver,1,74:29:2
10-24,68.5529999993742,alive,airbag,belted,1,f,63,2002,1995.0,deploy,driver,1,78:23:2
10-24,261.234999999404,alive,none,belted,0,m,18,1999,1993.0,unavail,driver,0,43:19:2
10-24,63.780999999959,alive,airbag,belted,0,m,67,1999,1999.0,nodeploy,pass,0,82:37:1
25-39,86.2249999996275,alive,none,none,0,m,18,2001,1982.0,unavail,driver,0,9:18:1
10-24,210.388999998569,alive,airbag,belted,0,f,54,1999,1998.0,nodeploy,driver,0,13:137:1
10-24,91.42699999921021,alive,none,belted,0,m,24,1999,1993.0,unavail,driver,0,13:157:2
10-24,1550.0369999855802,alive,airbag,belted,1,m,17,1999,1993.0,nodeploy,driver,0,73:101:1
1-9km/h,1862.4619999975,alive,airbag,belted,0,f,53,1997,1995.0,nodeploy,pass,0,49:27:2
25-39,8.529999999911519,alive,airbag,belted,1,f,45,1998,1990.0,deploy,driver,1,6:74:1
25-39,850.292999997735,alive,airbag,belted,1,f,43,2002,1993.0,deploy,driver,1,12:72:1
55+,67.5399999991059,alive,airbag,belted,0,m,19,2001,2000.0,nodeploy,pass,0,73:82:1
25-39,40.6609999998473,alive,none,none,1,m,28,1999,1969.0,unavail,driver,0,75:9:2
10-24,0.0,alive,airbag,belted,1,m,18,1998,1998.0,deploy,driver,1,75:804:2
10-24,201.59599999897202,alive,none,belted,1,m,34,1999,1986.0,unavail,pass,0,79:71:1
25-39,10.2759999999544,alive,airbag,belted,0,m,73,1998,1993.0,nodeploy,driver,0,6:89:2
10-24,960.503999993205,alive,airbag,belted,1,m,44,2001,1992.0,nodeploy,driver,0,5:154:2
25-39,354.987999998033,alive,none,none,1,m,63,2001,1989.0,unavail,driver,0,76:138:2
25-39,213.881999999285,alive,none,belted,0,m,20,1997,1989.0,unavail,driver,0,43:189:1
25-39,49.8739999998361,alive,airbag,belted,0,m,40,1999,1996.0,nodeploy,driver,0,9:15:2
25-39,24.2679999999236,alive,airbag,none,1,f,20,2002,1995.0,deploy,driver,1,12:82:1
25-39,55.822999999858396,alive,airbag,none,1,m,21,1998,1990.0,deploy,driver,1,72:167:1
10-24,142.459999999031,alive,airbag,belted,0,m,82,1998,1990.0,nodeploy,driver,0,78:45:1
10-24,2418.9559999704397,alive,none,belted,1,m,17,1997,1993.0,unavail,pass,0,9:66:2
40-54,46.25699999975039,alive,airbag,belted,1,f,24,1999,1999.0,deploy,driver,1,45:190:1
25-39,405.430999998003,alive,airbag,belted,1,f,40,2002,2001.0,deploy,driver,1,13:43:1
10-24,11.198999999905901,alive,airbag,belted,1,m,18,1997,1997.0,deploy,driver,1,6:67:1
10-24,37.6369999996386,alive,airbag,belted,0,m,31,2000,1998.0,nodeploy,driver,0,12:28:1
10-24,1561.35299998522,alive,airbag,belted,1,m,41,2001,1995.0,nodeploy,driver,0,8:56:2
25-39,38.5949999997392,alive,airbag,belted,0,f,29,1997,1995.0,nodeploy,pass,0,43:100:1
25-39,1503.06899999082,alive,airbag,none,1,f,45,1998,1995.0,deploy,driver,1,48:16:1
25-39,41.84799999976529,alive,airbag,belted,0,f,16,2002,2001.0,nodeploy,driver,0,45:30:1
40-54,205.273999998346,alive,none,none,1,m,20,1997,1984.0,unavail,driver,0,78:14:1
40-54,3.01499999998487,alive,none,none,1,m,21,1998,1977.0,unavail,driver,0,79:89:1
10-24,76.3729999996722,alive,airbag,belted,1,f,39,1997,1995.0,deploy,driver,1,4:50:2
10-24,47.502999999560394,alive,airbag,belted,0,f,43,1998,1997.0,deploy,driver,1,43:292:1
10-24,303.759999997914,alive,none,belted,1,m,23,2000,1990.0,unavail,driver,0,43:198:1
25-39,55.2279999996535,alive,none,belted,1,m,30,1998,1986.0,unavail,driver,0,81:74:1
25-39,49.4149999995716,alive,airbag,none,0,m,21,2000,2000.0,deploy,driver,1,45:147:1
25-39,59.0059999995865,alive,none,none,1,f,17,2002,1984.0,unavail,driver,0,75:17:1
40-54,46.8159999996424,alive,airbag,belted,1,m,59,2002,1997.0,deploy,driver,1,72:171:2
10-24,1721.5199999958302,alive,airbag,belted,1,m,72,2002,2002.0,deploy,driver,1,4:33:1
40-54,160.710999999195,alive,airbag,belted,0,m,50,2002,2001.0,deploy,driver,1,74:67:2
10-24,1539.5869999975,alive,none,belted,1,f,37,1999,1985.0,unavail,driver,0,81:122:1
10-24,117.21099999919501,alive,none,belted,0,m,20,2000,1984.0,unavail,driver,0,13:149:2
10-24,31.6809999998659,alive,airbag,belted,1,f,24,2002,2000.0,nodeploy,pass,0,47:55:2
10-24,156.159999998286,alive,airbag,none,1,f,29,2000,2001.0,deploy,driver,1,75:69:1
25-39,39.590999999549204,alive,airbag,belted,1,m,43,2001,1996.0,deploy,driver,1,75:99:1
1-9km/h,139.177999999374,alive,airbag,belted,0,f,35,2002,1999.0,nodeploy,driver,0,43:22:1
55+,34.0529999998398,alive,none,belted,0,f,25,1997,1991.0,unavail,driver,0,12:27:1
10-24,271.763999998569,alive,airbag,belted,0,f,25,2001,1995.0,deploy,driver,1,2:58:1
25-39,846.423999994993,alive,airbag,belted,1,m,66,2000,1994.0,deploy,driver,1,79:1:2
25-39,66.61799999978389,alive,airbag,belted,1,f,39,1997,1996.0,deploy,pass,1,73:43:2
10-24,21.3429999998771,alive,airbag,belted,0,m,62,1997,1992.0,deploy,driver,1,4:57:2
10-24,2229.05499997735,alive,airbag,belted,1,m,25,2001,1998.0,nodeploy,driver,0,75:103:2
10-24,623.2869999930259,alive,none,belted,0,m,57,2000,1989.0,unavail,driver,0,43:23:1
10-24,3085.5909999907,alive,none,belted,1,f,79,2002,1991.0,unavail,pass,0,43:124:2
25-39,49.7749999999069,alive,airbag,belted,1,m,63,1997,1995.0,deploy,pass,1,11:96:1
10-24,43.2879999997094,alive,none,none,1,m,62,1998,1985.0,unavail,driver,0,4:100:2
25-39,30.5769999998156,alive,none,belted,0,f,39,2000,1988.0,unavail,driver,0,2:151:1
10-24,647.67499999702,alive,airbag,belted,1,m,75,1999,1998.0,nodeploy,driver,0,12:86:2
25-39,9.202999999979511,alive,none,belted,1,f,21,1998,1986.0,unavail,driver,0,79:91:1
10-24,3279.4909999966603,alive,airbag,belted,1,m,53,1999,1996.0,deploy,driver,1,43:1:2
10-24,41.6389999999665,alive,none,belted,0,f,58,1998,1989.0,unavail,pass,0,79:103:1
25-39,70.734999999404,alive,none,belted,1,f,19,2001,1990.0,unavail,pass,0,75:30:1
40-54,54.30299999983979,alive,airbag,belted,1,f,36,2001,1996.0,deploy,driver,1,45:209:1
10-24,3.6859999999869597,alive,airbag,none,0,m,34,1998,1991.0,nodeploy,driver,0,79:10:2
10-24,64.5089999996126,alive,none,belted,1,m,25,1998,1988.0,unavail,driver,0,79:24:1
55+,409.486999999732,alive,none,none,1,m,42,2001,1988.0,unavail,driver,0,48:81:1
40-54,623.950999997556,alive,none,none,1,m,21,1999,1979.0,unavail,driver,0,48:100:2
1-9km/h,1105.4499999880802,alive,airbag,belted,0,f,22,2001,1994.0,nodeploy,driver,0,73:191:2
10-24,19.4329999999609,alive,none,belted,0,m,19,1998,1985.0,unavail,driver,0,8:89:1
25-39,36.925999999977606,alive,airbag,belted,1,m,56,2000,1995.0,deploy,driver,1,81:66:2
25-39,6.613999999943191,alive,airbag,none,1,f,25,1998,1996.0,deploy,driver,1,6:37:1
1-9km/h,21.963999999919896,alive,airbag,none,0,f,16,2000,1995.0,nodeploy,pass,0,4:41:2
25-39,202.832999998704,alive,none,belted,1,m,76,2002,1988.0,unavail,driver,0,73:12:1
25-39,14.4449999999488,alive,none,none,0,f,18,1997,1987.0,unavail,driver,0,81:84:1
10-24,59.98399999970571,alive,airbag,belted,0,f,20,1999,1997.0,nodeploy,pass,0,45:57:1
10-24,690.8609999939799,alive,airbag,belted,1,f,32,2000,1999.0,nodeploy,driver,0,43:106:2
40-54,122.507999999449,alive,airbag,belted,1,m,24,2001,1999.0,deploy,driver,1,11:52:1
25-39,1357.09399999678,alive,airbag,belted,1,m,35,2000,1994.0,deploy,driver,1,4:82:1
25-39,388.67699999734805,alive,airbag,belted,1,m,53,1998,1996.0,deploy,driver,1,8:33:1
10-24,150.28999999910602,alive,airbag,belted,1,m,71,1998,1997.0,nodeploy,driver,0,76:89:1
10-24,10.783999999985099,alive,airbag,belted,1,f,22,1998,1997.0,deploy,driver,1,6:5:1
10-24,17.7599999997765,alive,airbag,belted,0,m,72,2002,2002.0,nodeploy,driver,0,49:72:2
25-39,41.118999999947796,alive,none,belted,1,m,17,1997,1991.0,unavail,driver,0,45:209:1
40-54,24.442999999970198,alive,none,none,1,m,33,2002,1993.0,unavail,driver,0,12:139:1
10-24,358.031999997795,alive,airbag,belted,1,m,72,2000,1997.0,deploy,driver,1,48:140:1
10-24,22.7089999997988,alive,airbag,belted,1,f,27,2001,1999.0,deploy,driver,1,81:96:2
10-24,10.5789999999106,alive,airbag,belted,0,m,39,2000,2000.0,nodeploy,driver,0,49:154:2
25-39,37.709999999962704,alive,airbag,belted,0,m,17,1997,1991.0,deploy,driver,1,73:63:1
10-24,340.020999997854,alive,none,none,0,m,21,1998,1985.0,unavail,driver,0,13:139:1
40-54,63.931999999564106,alive,none,none,1,f,39,2000,1985.0,unavail,pass,0,8:61:3
40-54,3.2449999999953403,alive,airbag,none,1,f,17,2000,1999.0,deploy,pass,1,82:84:2
25-39,690.3529999926691,alive,airbag,none,1,m,35,2000,1993.0,deploy,driver,1,12:98:1
10-24,126.080999999307,alive,airbag,belted,0,m,35,1999,1994.0,nodeploy,driver,0,76:81:1
25-39,186.215999998152,alive,airbag,belted,1,m,38,2002,1996.0,deploy,driver,1,4:31:1
10-24,710.579999998212,alive,airbag,belted,1,m,22,2000,1998.0,deploy,pass,1,43:157:2
25-39,3.01499999998487,alive,none,belted,1,m,30,1998,1990.0,unavail,driver,0,79:46:2
55+,4.594999999972059,alive,none,none,1,f,48,2000,1989.0,unavail,driver,0,79:139:1
25-39,74.3619999997318,alive,none,belted,0,f,70,1998,1991.0,unavail,driver,0,2:28:2
25-39,56.9859999995679,alive,airbag,belted,1,f,55,2002,1999.0,deploy,driver,1,6:129:1
25-39,194.329999998212,alive,none,belted,1,m,81,2001,1994.0,unavail,driver,0,78:9:2
25-39,16.4709999999031,alive,none,belted,1,m,35,2001,1985.0,unavail,driver,0,73:55:1
10-24,10.9169999998994,alive,airbag,belted,1,m,67,1999,1996.0,deploy,driver,1,49:125:2
25-39,79.7589999996126,alive,airbag,belted,0,m,26,2002,1995.0,deploy,driver,1,13:137:1
10-24,150.28999999910602,alive,airbag,belted,1,m,30,1998,1997.0,nodeploy,pass,0,76:89:1
10-24,871.54999999702,alive,airbag,belted,1,m,21,2002,1995.0,deploy,pass,1,78:26:2
25-39,207.611999999732,alive,none,belted,0,f,45,2002,1994.0,unavail,pass,0,12:184:1
10-24,45.5749999997206,alive,none,belted,0,f,35,2001,1990.0,unavail,driver,0,78:104:2
10-24,132.38599999994,alive,none,belted,1,f,33,1999,1992.0,unavail,pass,0,76:23:2
10-24,257.16399999707903,alive,airbag,belted,0,f,44,2001,2000.0,nodeploy,driver,0,74:81:1
10-24,8.376999999978581,alive,airbag,belted,1,f,22,2001,1996.0,deploy,pass,1,72:87:1
10-24,201.529999999329,alive,airbag,belted,1,m,67,2001,1997.0,deploy,driver,1,12:121:2
25-39,41.5279999999329,alive,none,none,0,m,27,2002,1990.0,unavail,pass,0,9:44:1
25-39,21.2359999998007,alive,none,belted,1,m,21,2001,1988.0,unavail,driver,0,12:188:1
25-39,2.9639999999781095,alive,none,belted,1,m,39,2000,1985.0,unavail,driver,0,82:34:1
40-54,36.6549999997951,alive,airbag,none,1,f,22,2002,2001.0,deploy,driver,1,11:209:1
10-24,225.29899999871898,alive,airbag,belted,1,f,37,2000,1990.0,nodeploy,driver,0,74:145:1
10-24,9.82899999991059,alive,airbag,belted,1,f,21,2000,1996.0,deploy,driver,1,74:5:1
10-24,844.381999999285,alive,none,belted,1,f,40,1997,1991.0,unavail,driver,0,4:21:1
10-24,632.843999996781,alive,airbag,belted,0,f,39,2000,1997.0,nodeploy,driver,0,48:157:1
10-24,591.162999995053,alive,airbag,belted,1,f,37,1997,1991.0,deploy,driver,1,82:11:1
25-39,184.73499999940398,alive,none,belted,0,f,23,1998,1989.0,unavail,pass,0,43:115:2
10-24,200.28499999828603,alive,airbag,belted,0,f,29,2001,1998.0,deploy,driver,1,13:100:2
10-24,675.9619999974971,alive,airbag,belted,0,f,46,2000,1995.0,nodeploy,driver,0,8:140:2
10-24,11.3589999999385,alive,airbag,none,1,f,20,2000,1992.0,deploy,driver,1,4:68:2
25-39,360.93899999931506,alive,airbag,belted,0,m,39,1997,1994.0,nodeploy,driver,0,12:200:1
40-54,31.412999999942304,alive,none,none,1,m,36,1997,1993.0,unavail,driver,0,73:68:1
25-39,3096.43399998546,alive,none,belted,1,f,76,2002,1987.0,unavail,driver,0,4:36:2
10-24,510.99499999731796,alive,airbag,belted,1,f,18,2001,2001.0,deploy,driver,1,8:81:1
40-54,7.52799999999115,alive,airbag,belted,1,m,66,2002,2001.0,deploy,driver,1,74:128:1
40-54,84.19099999964241,alive,none,none,1,f,41,2000,1993.0,unavail,driver,0,45:202:1
40-54,9.779999999911519,alive,none,none,1,f,97,2000,1984.0,unavail,driver,0,72:65:1
10-24,82.7959999991581,alive,airbag,none,1,f,37,2002,1997.0,deploy,driver,1,6:140:2
25-39,194.861999999732,alive,none,belted,1,m,56,1997,1995.0,unavail,driver,0,74:149:1
10-24,3.9839999999967404,alive,airbag,belted,1,f,77,2001,1998.0,deploy,pass,1,82:26:1
10-24,1245.6219999939199,alive,airbag,none,1,m,33,1999,1994.0,deploy,pass,1,43:111:1
10-24,712.2939999997619,alive,airbag,belted,1,m,28,2001,2001.0,nodeploy,driver,0,81:38:1
40-54,0.754999999997381,alive,airbag,belted,0,f,52,2000,1999.0,deploy,pass,1,79:103:1
10-24,51.1639999998733,alive,airbag,belted,0,m,45,2000,1995.0,nodeploy,driver,0,11:115:3
40-54,48.026999999769004,alive,airbag,belted,1,m,20,2000,1997.0,deploy,driver,1,45:191:1
40-54,33.184999999590204,alive,airbag,belted,0,m,49,2001,1991.0,nodeploy,driver,0,73:152:2
55+,62.166999999899396,alive,none,belted,1,m,17,1998,1990.0,unavail,pass,0,45:43:1
10-24,3664.2469999790205,alive,none,belted,1,m,35,2001,1989.0,unavail,driver,0,48:153:1
10-24,9.05899999989197,alive,airbag,none,1,m,33,1998,1995.0,deploy,driver,1,3:8:2
25-39,264.922999996692,alive,airbag,belted,1,f,74,2001,1994.0,deploy,driver,1,49:10:1
10-24,93.88799999933691,alive,airbag,belted,1,m,52,2000,1997.0,deploy,driver,1,9:129:1
25-39,555.697999998927,alive,airbag,belted,0,f,25,2001,1991.0,nodeploy,pass,0,11:167:1
10-24,721.211999997497,alive,none,belted,1,m,20,2000,1984.0,unavail,driver,0,12:224:2
25-39,13.6139999999432,alive,airbag,none,1,f,26,1998,1993.0,deploy,driver,1,4:20:1
40-54,29.7569999999832,alive,none,none,1,f,32,2000,1990.0,unavail,pass,0,12:192:2
10-24,20.125,alive,airbag,none,0,m,24,2001,1996.0,nodeploy,driver,0,82:54:1
10-24,2488.4909999966603,alive,none,belted,1,f,48,2001,1993.0,unavail,driver,0,45:218:1
25-39,274.74099999666197,alive,none,none,1,f,18,2002,1992.0,unavail,driver,0,8:24:1
10-24,1245.61999998987,alive,airbag,belted,0,f,33,1999,1996.0,nodeploy,driver,0,43:76:1
10-24,233.820999998599,alive,airbag,belted,0,m,66,2001,2001.0,nodeploy,driver,0,73:96:1
25-39,18.825999999884502,alive,airbag,belted,0,m,82,2002,1999.0,deploy,driver,1,41:102:1
25-39,44.60899999970571,dead,none,none,1,f,74,2002,1991.0,unavail,driver,0,4:27:1
40-54,51.3679999997839,alive,none,belted,0,m,66,1999,1986.0,unavail,driver,0,43:122:2
25-39,137.751999998465,alive,airbag,belted,0,m,23,1999,1994.0,deploy,driver,1,13:185:2
10-24,24.811999999917997,alive,airbag,belted,1,m,53,2000,1998.0,deploy,driver,1,9:30:1
40-54,44.136999999638604,alive,airbag,belted,1,m,79,1997,1996.0,deploy,driver,1,78:23:1
10-24,869.054999999702,alive,none,none,1,m,29,2000,1986.0,unavail,driver,0,13:72:1
25-39,51.2429999997839,alive,airbag,belted,1,m,17,1997,1992.0,deploy,driver,1,5:71:1
10-24,4.84899999998743,alive,none,belted,1,f,21,2002,1980.0,unavail,driver,0,82:30:1
1-9km/h,467.39999999851,alive,none,belted,1,m,17,1998,1986.0,unavail,driver,0,13:75:1
10-24,263.773999996483,alive,airbag,belted,1,m,37,2001,2000.0,deploy,driver,1,4:59:2
25-39,41.1969999996945,alive,airbag,belted,1,m,29,2001,1991.0,deploy,driver,1,12:158:1
55+,1062.2279999852199,alive,none,none,1,m,45,2000,1968.0,unavail,driver,0,43:53:2
10-24,871.54999999702,alive,airbag,belted,0,m,75,2002,2000.0,nodeploy,driver,0,78:26:1
25-39,67.2189999995753,alive,none,none,1,f,34,1997,1985.0,unavail,pass,0,12:228:1
40-54,13.9199999999255,alive,none,none,1,m,28,1997,1994.0,unavail,pass,0,72:28:1
10-24,97.9979999996722,alive,airbag,belted,1,f,18,1998,1991.0,deploy,driver,1,11:147:1
10-24,609.2219999954099,alive,airbag,belted,1,m,25,2001,1998.0,deploy,driver,1,43:146:2
10-24,253.805999999866,alive,airbag,belted,0,m,16,1997,1996.0,nodeploy,pass,0,12:42:1
10-24,996.568999998271,alive,airbag,belted,0,f,68,2000,1999.0,nodeploy,driver,0,12:222:2
25-39,4.04599999997299,alive,airbag,belted,1,f,27,1997,1997.0,deploy,pass,1,79:89:2
25-39,215.913999998942,alive,none,belted,1,m,49,2000,1982.0,unavail,driver,0,13:20:2
10-24,706.495999999344,alive,none,belted,1,f,47,1997,1981.0,unavail,driver,0,13:59:1
25-39,64.5829999996349,alive,airbag,none,0,m,33,1999,1996.0,deploy,driver,1,9:62:1
10-24,86.22099999990309,alive,airbag,belted,1,m,19,2000,1998.0,deploy,driver,1,13:157:2
